Feature,Transgenic_tdTOM_598_01,Transgenic_tdTOM_601_03,Transgenic_tdTOM_599_02,Transgenic_BioID2P2AtdTOM_552_01,Transgenic_tdTOM_580_04,Transgenic_BioID2P2AtdTOM_507_02,Transgenic_BioID2P2AtdTOM_584_05,Transgenic_BioID2P2AtdTOM_551_04,WT_tdTOM_607_02,WT_tdTOM_606_01,WT_tdTOM_525_04,WT_tdTOM_495_03,WT_BioID2P2AtdTOM_589_02,WT_BioID2P2AtdTOM_494_01,WT_BioID2P2AtdTOM_605_03
PDIP2_MOUSE|Q91VA6,13.1326,13.6227,13.1129,13.6861,13.1729,13.473,14.2731,13.4236,13.5301,13.4975,12.7988,12.812,13.7835,13.6787,14.0063
PDK1_MOUSE|Q8BFP9,12.7104,12.9806,13.0458,13.6212,12.4656,13.8712,14.0447,13.3548,13.6209,12.8966,12.4602,12.4245,13.7123,13.5649,14.2222
PDK2_MOUSE|Q9JK42,13.1992,13.3028,13.1028,13.8619,13.0523,14.198,14.6992,13.7346,13.9066,13.6927,13.2368,12.998,14.2165,13.9492,14.6336
PDK3_MOUSE|Q922H2,14.1715,14.2597,14.1189,14.7612,14.0399,14.9656,15.7091,14.5464,14.6586,14.7398,13.9554,13.8583,14.9455,14.7018,15.2785
PDLI1_MOUSE|O70400,14.5047,14.2255,14.4127,15.1383,14.2583,15.0362,14.9573,15.2542,14.4497,14.3643,14.504,14.4073,15.0588,15.1668,14.8663
PDLI3_MOUSE|O70209,10.1204,10.6805,10.5632,14.0762,11.1979,14.0275,13.8025,14.0254,10.1877,10.4843,10.9743,10.8911,14.2845,14.2053,13.7719
PDLI5_MOUSE|Q8CI51,13.6387,13.6079,13.4166,14.1701,13.7669,14.1103,14.3,14.0252,13.8393,14.1311,13.4231,13.6389,14.1109,14.1021,14.1656
PDP1_MOUSE|Q3UV70,12.3193,12.4023,12.2528,12.6315,12.3198,13.0697,13.6818,12.6552,12.7159,12.8632,12.1078,12.0793,12.9115,12.8192,13.3269
PDPK1_MOUSE|Q9Z2A0,12.5201,12.8216,12.5695,13.4098,12.4829,13.9455,14.1616,13.508,13.2474,12.9178,12.4552,12.6582,13.7008,13.4928,13.93
PDPR_MOUSE|Q7TSQ8,13.1506,13.1764,13.1675,13.758,12.9671,13.8613,14.2405,13.7091,13.5459,12.9591,12.9242,12.7829,13.9315,14.0087,14.1799
PDS5A_MOUSE|Q6A026,11.8934,11.8703,11.6,12.6081,11.859,12.3734,12.665,12.3807,11.7924,12.0216,11.7949,11.74,12.5007,12.5376,12.2872
PDS5B_MOUSE|Q4VA53,11.4835,11.7778,11.3639,12.9807,11.7704,12.984,13.8275,12.8694,11.5997,12.2119,10.4834,11.7702,12.595,12.4139,12.9373
PDXD1_MOUSE|Q99K01,12.4611,12.3977,12.2894,14.0332,12.6306,14.3114,14.1314,14.3194,12.7288,12.4441,12.4787,12.1994,14.1291,14.1719,14.1199
PDXK_MOUSE|Q8K183,13.7295,13.6034,14.2976,14.2092,13.7712,14.299,14.844,15.0039,14.1186,14.1629,13.5749,13.0301,14.8356,14.1193,14.2538
PDZD4_MOUSE|Q9QY39,8.01992,9.15898,8.27168,12.5321,8.69248,12.6503,12.075,13.0508,8.7455,9.96278,9.07937,8.83478,12.3357,12.6643,12.0333
PEA15_MOUSE|Q62048,14.204,14.2886,14.2202,16.5513,14.5285,16.6497,16.1272,16.9647,14.5205,14.0607,15.1066,14.0093,16.5887,16.6765,16.5633
PEAK1_MOUSE|Q69Z38,10.8376,10.9649,10.836,15.2912,11.3096,15.2168,14.2232,15.4273,11.2654,10.9804,11.1204,11.089,15.3822,15.4508,14.5333
PEBB_MOUSE|Q08024,11.7824,11.931,11.8104,12.083,12.1121,11.8665,11.9521,12.1971,11.6986,12.0111,11.9568,12.1895,11.7958,12.0346,12.1798
PEBP1_MOUSE|P70296,14.6237,14.7363,14.4732,16.274,14.8048,16.4303,16.3233,16.7613,14.5854,14.6546,15.0264,14.4466,16.7336,16.7384,16.7427
PEDF_MOUSE|P97298,13.8417,14.2773,14.2075,14.4203,14.3366,14.606,13.9782,14.6057,13.753,14.0086,13.8397,13.9349,14.0953,14.2021,14.0963
PEF1_MOUSE|Q8BFY6,11.0954,11.48,11.4768,11.368,11.3957,11.8298,11.7119,11.3916,11.5048,11.2773,10.6293,11.1611,11.9453,11.4825,11.8197
PELI1_MOUSE|Q8C669,11.2241,11.1412,10.9057,13.036,10.8944,13.1593,12.909,13.1539,11.4346,11.1858,10.7677,10.8065,13.0349,12.8822,12.7956
PELO_MOUSE|Q80X73,11.5271,11.3991,11.546,12.252,11.3297,11.7131,12.18,12.5022,11.8474,11.9735,10.8145,11.2733,12.1627,11.7852,12.1587
PENK_MOUSE|P22005,12.6032,13.0275,12.5123,12.1931,13.0377,11.8097,12.7271,11.999,12.223,13.2509,12.9176,12.3089,12.618,12.7761,12.2048
PEPD_MOUSE|Q11136,12.127,12.3586,13.2607,12.751,12.6968,13.0693,13.5292,14.0258,12.57,12.7091,12.8012,12.3628,13.8445,13.3499,12.8552
PEPL1_MOUSE|Q6NSR8,14.1693,14.2473,13.9488,14.7326,13.9331,14.9435,15.2333,14.7877,14.4799,14.2935,13.8285,13.7946,14.8258,14.573,14.972
PER1_MOUSE|O35973,10.6782,9.93478,10.4302,14.5619,11.3558,14.4998,13.5674,15.0051,10.6436,10.3942,11.4239,10.7863,14.9523,14.6865,13.1707
PERI_MOUSE|P15331,14.3056,14.3798,14.3894,14.2792,14.3837,14.2029,14.1387,14.4612,14.1497,14.1451,14.1315,14.1603,14.2484,14.1666,14.1393
PEX1_MOUSE|Q5BL07,10.9323,10.9577,10.9156,13.1474,11.1034,13.1824,12.8664,13.3412,11.4141,11.0356,11.1922,11.0361,13.2816,13.4002,13.0183
PEX19_MOUSE|Q8VCI5,11.4112,11.2179,11.3243,14.9711,11.4161,14.8908,14.2694,15.3594,11.3374,10.5386,11.4036,11.0087,14.9683,15.1633,14.6992
PEX5_MOUSE|O09012,10.0101,10.2914,10.2568,14.6042,10.3816,14.6671,14.1032,15.0722,10.5372,10.2234,10.5725,10.4378,14.6077,14.8563,14.3892
PEX5R_MOUSE|Q8C437,11.1599,11.2448,11.1891,15.3699,11.1639,15.5741,14.9074,15.8231,11.1265,10.4459,11.2263,11.0362,15.4703,15.7538,15.5376
PEX5R_MOUSE|Q8C437-3,14.65,14.6555,14.7013,16.2786,14.8656,16.5242,15.8495,16.4384,14.4706,14.8508,14.3711,14.6994,16.1144,16.1607,16.0115
PFD1_MOUSE|Q9CWM4,14.2404,14.1728,14.3585,14.9259,14.2693,14.872,14.8372,15.1351,14.4722,14.4681,14.4726,14.0859,15.0878,15.1705,15.049
PFD2_MOUSE|O70591,12.3545,12.3127,12.3358,15.1472,12.7059,15.2339,14.7973,15.5463,12.578,12.1121,12.4796,12.2696,15.5241,15.6615,15.226
PFD3_MOUSE|P61759,13.9642,14.0231,14.1186,14.8879,14.1258,15.1012,14.9402,15.1342,14.201,13.9489,14.0346,13.9801,15.1428,15.2315,15.2371
PFD5_MOUSE|Q9WU28,15.0295,15.051,15.12,15.3101,15.0667,15.3589,15.22,15.5284,15.1031,14.6743,14.9521,14.8395,15.4265,15.3599,15.5242
PFD6_MOUSE|Q03958,13.0109,12.9743,13.0797,14.8249,12.9621,14.8723,14.3651,15.141,12.9137,12.6647,13.2413,12.7659,14.8836,15.0162,14.8785
PFKAL_MOUSE|P12382,14.6971,14.784,14.5561,15.5793,14.4859,15.6341,16.0927,15.4831,15.0089,14.8571,14.3486,14.3869,15.584,15.4478,15.7597
PFKAM_MOUSE|P47857,14.66,14.6466,14.5068,15.3464,14.3871,15.5088,15.8585,15.2295,15.0171,14.6737,14.2591,14.2406,15.4696,15.3319,15.729
PFKAP_MOUSE|Q9WUA3,14.0731,14.1541,13.9724,15.084,13.8856,15.2388,15.5577,14.8305,14.4345,14.3859,13.7372,13.8228,15.1145,14.9017,15.3841
PGAM1_MOUSE|Q9DBJ1,15.0218,15.0112,14.9673,15.824,14.9935,15.9164,16.5136,15.6162,15.347,15.7662,14.9858,14.6186,15.8052,15.6194,16.1086
PGAM2_MOUSE|O70250,14.5421,14.8477,14.7129,15.5008,14.613,15.7193,16.5328,15.5029,15.0413,15.7352,14.4519,14.5501,15.3811,15.4491,15.6007
PGAM5_MOUSE|Q8BX10,13.0471,12.808,12.9253,13.8357,12.9606,13.8604,14.5311,13.1859,13.3518,13.6802,12.5085,12.5771,13.8509,13.5169,14.0898
PGAP1_MOUSE|Q3UUQ7,10.5997,10.5952,10.8256,11.7205,10.5674,11.8455,12.0294,11.7626,11.2904,9.73877,9.7445,10.1403,11.8583,11.4798,11.9728
PGBM_MOUSE|Q05793,15.5576,15.5747,14.9523,15.174,15.696,14.3157,15.0054,14.5587,14.5775,15.2048,13.8176,14.5881,15.6845,14.0721,14.8749
PGCA_MOUSE|Q61282,13.1641,13.3951,12.9561,13.0124,13.5684,12.9438,13.4264,13.1191,12.4911,13.5888,12.5676,13.369,13.5166,12.9752,13.1795
PGCB_MOUSE|Q61361,13.9612,13.809,13.6599,14.9503,13.7843,14.6141,15.648,14.4561,14.2255,14.7451,13.3955,13.3225,14.6775,14.2912,15.0143
PGES2_MOUSE|Q8BWM0,10.8266,10.8039,11.1446,11.3118,10.4971,12.062,11.791,11.5278,12.0773,11.0834,10.2524,10.5789,11.8907,11.3081,12.15
PGFS_MOUSE|Q9DB60,14.5432,14.5037,14.5519,15.5319,14.6399,15.6333,15.7256,15.4437,15.1488,14.8753,14.4709,14.1943,15.6199,15.4101,15.9152
PGK1_MOUSE|P09411,15.2,15.1683,15.3145,15.6522,15.1853,15.8764,16.121,15.7432,15.638,15.604,15.1046,14.9182,15.7922,15.4983,16.1738
PGK2_MOUSE|P09041,14.3362,13.962,14.0244,14.1621,13.8876,14.1016,13.9346,14.2616,13.9737,14.0658,14.0912,13.9927,13.9874,13.9242,13.9524
PGLT1_MOUSE|Q8BYB9,11.5933,11.9267,12.1244,12.859,12.0804,13.1035,13.6043,12.7291,12.5068,12.8452,11.9803,11.9907,12.6263,12.4172,12.9334
PGM1_MOUSE|Q9D0F9,14.0241,13.9378,13.9348,14.6846,13.7623,14.9831,15.0466,14.6184,14.6122,13.8104,13.5685,13.3861,14.7084,14.5502,15.0142
PGM2_MOUSE|Q7TSV4,13.5643,13.6936,13.564,14.2578,13.6526,14.4506,14.6941,14.0932,13.7894,13.8822,13.3375,13.3852,14.2791,14.133,14.524
PGM2L_MOUSE|Q8CAA7,13.6037,13.6265,13.6506,14.3073,13.3174,14.5172,14.5417,14.3169,14.3931,13.613,13.2536,13.2893,14.6548,14.454,14.9086
PGP_MOUSE|Q8CHP8,13.6704,13.8473,13.787,14.2002,13.8804,14.2849,14.6012,14.1317,14.2332,13.9576,13.705,13.7841,14.6617,14.3569,14.7075
PGPS1_MOUSE|Q8BHF7,13.5534,13.6978,13.4778,13.9974,13.5692,14.1306,14.6843,14.0196,13.9646,13.9698,13.4583,13.4134,14.3137,14.2381,14.7148
PGRC1_MOUSE|O55022,13.2742,13.4003,13.2217,14.3272,13.1332,14.3015,14.4957,14.5616,13.9909,13.9367,13.1576,12.791,14.2493,13.8247,14.5914
PGTA_MOUSE|Q9JHK4,13.4174,13.5003,13.4566,14.4032,13.4759,14.6081,14.912,14.3235,13.8568,13.4999,13.1209,13.1841,14.3791,14.27,14.7177
PGTB2_MOUSE|P53612,12.216,12.3252,12.2444,13.1441,12.31,13.4538,13.7998,12.9584,12.9012,12.8749,11.7851,12.1399,13.1312,12.849,13.737
PHAR1_MOUSE|Q2M3X8,11.0637,10.8733,10.8454,16.0843,11.4112,16.1997,15.3453,16.6143,11.2063,9.11744,11.4771,11.1597,15.8834,16.0518,15.0587
PHAR3_MOUSE|Q8BYK5,10.4368,10.8107,10.9096,13.9916,11.5856,14.6622,13.6054,14.313,11.2112,10.1612,11.6372,11.8329,14.1389,14.2025,13.8919
PHAR4_MOUSE|Q501J7,10.5458,10.1534,10.5689,13.2309,10.297,13.4368,12.9916,13.6165,11.1433,9.72007,10.9693,11.034,13.3676,13.4848,13.2686
PHB_MOUSE|P67778,14.5658,14.5413,14.6273,15.2416,14.5272,15.3109,15.9648,15.0422,14.9595,15.5038,14.3526,14.2382,15.2579,14.8007,15.7371
PHB2_MOUSE|O35129,14.3958,14.3831,14.382,15.0564,14.3336,15.0986,15.6196,14.8082,14.895,14.8589,14.138,14.1049,15.0449,14.7477,15.4936
PHF14_MOUSE|Q9D4H9,10.2109,10.2844,9.89694,13.286,10.6117,13.6427,12.9596,13.7168,11.1699,9.95245,10.3272,10.496,13.4787,13.7007,13.3564
PHF2_MOUSE|Q9WTU0,11.0872,11.1361,10.5993,12.5335,11.1214,12.5059,12.9582,12.3215,11.5564,12.2272,11.2501,11.9164,12.4115,12.4326,11.8151
PHF24_MOUSE|Q80TL4,13.4594,13.2554,13.3431,14.6483,13.3975,14.9001,15.1319,14.6508,13.8352,14.0049,13.2257,12.8458,14.4894,14.3543,14.8415
PHF24_MOUSE|Q80TL4-2,12.824,12.5703,12.687,14.1587,12.9625,13.9245,14.1861,13.8224,13.054,13.8974,12.8977,12.6191,14.0835,13.8462,13.901
PHF5A_MOUSE|P83870,12.8372,12.9317,12.8202,13.2725,12.9372,13.2142,13.2531,13.2716,12.9433,13.0882,13.1069,12.8844,13.6247,13.5549,13.2703
PHIP_MOUSE|Q8VDD9,11.9237,11.4802,11.2393,13.1175,12.1726,12.905,13.8798,12.5477,12.024,12.8744,11.0822,12.3934,12.9519,12.4782,12.8446
PHIPL_MOUSE|Q8BGT8,14.0828,14.3084,14.0274,15.3451,14.1174,15.3223,15.7009,15.2176,14.4333,14.7286,13.6339,13.83,15.313,15.0894,15.4349
PHLB1_MOUSE|Q6PDH0,11.7082,11.6734,11.6503,14.1574,11.7313,14.1433,14.1275,14.3714,11.9476,12.1276,11.7749,11.8595,14.1752,14.2443,14.0451
PHLP_MOUSE|Q9DBX2,10.7771,11.2341,11.0221,14.3305,11.189,14.3616,13.7737,14.6644,11.1014,10.9442,11.073,10.8599,14.3884,14.6294,13.9759
PHLP1_MOUSE|Q8CHE4,11.1257,10.8358,10.789,12.0591,11.095,12.5519,13.0209,11.9266,11.4577,11.7795,10.8899,11.0615,12.3154,12.0307,12.3836
PHP14_MOUSE|Q9DAK9,12.6896,12.7219,12.2949,12.6791,12.946,12.5041,13.381,12.2237,12.6223,12.8442,12.471,12.1036,12.9562,12.5866,12.6594
PHYIP_MOUSE|Q8K0S0,16.647,16.9632,16.6874,17.765,16.4808,17.7311,17.8121,17.6767,17.1556,16.8904,16.1043,16.1472,17.7202,17.5767,17.9807
PI3R4_MOUSE|Q8VD65,12.5123,12.6776,12.3253,14.1926,12.5198,14.2071,14.2417,14.2669,12.6864,12.5807,12.3757,12.3406,14.1149,14.0622,14.0879
PI42A_MOUSE|O70172,15.3728,15.5865,15.332,16.3115,15.1191,16.3105,16.735,16.3329,15.6503,15.8712,14.6576,15.1542,16.4467,15.9297,16.3344
PI42B_MOUSE|Q80XI4,13.656,13.9552,13.747,14.7815,13.6387,14.7998,15.051,14.9523,13.9829,14.3171,12.9407,13.3683,14.9555,14.5893,14.939
PI42C_MOUSE|Q91XU3,13.8568,14.1569,14.2326,15.0133,13.8485,15.1225,15.386,15.0498,14.6756,14.4477,13.3735,13.5967,15.2339,14.8643,15.3125
PI4KA_MOUSE|E9Q3L2,13.6414,13.7095,13.544,14.669,13.3501,14.5277,14.681,14.5004,13.9514,13.6294,13.2218,13.0697,14.6455,14.4805,14.5999
PI4KB_MOUSE|Q8BKC8,10.9647,10.8707,10.9784,13.4376,11.0615,13.3856,13.4033,13.6593,11.4054,11.6847,11.0565,11.1911,13.4954,13.4042,13.3411
PI51A_MOUSE|P70182,13.012,13.1592,13.2126,14.2173,13.2413,14.5275,13.9912,14.1735,13.8096,13.1849,12.6245,12.4931,14.3355,14.3712,14.6735
PI51B_MOUSE|P70181,10.1338,9.50621,10.0478,12.2999,10.4645,12.6482,12.3795,12.396,9.77528,10.838,9.47005,9.271,12.4279,12.5079,12.3255
PI51C_MOUSE|O70161,13.4661,13.6197,13.5627,14.9191,13.385,15.1027,15.245,15.0622,14.2211,13.6932,13.2178,13.2919,14.9656,14.8716,15.2367
PI5PA_MOUSE|P59644,11.8797,11.8722,11.9155,15.0398,12.1124,14.8996,14.6463,15.264,12.199,12.3718,11.9484,12.1001,15.2097,15.061,14.608
PICAL_MOUSE|Q7M6Y3,14.0149,14.0319,14.0129,16.6529,13.9285,16.6646,16.5024,16.8823,14.1183,14.1778,13.8938,13.7925,16.8255,16.8253,16.6623
PICK1_MOUSE|Q62083,12.327,12.3478,12.3954,13.6893,12.176,13.9358,13.7422,13.8703,12.9762,12.1569,12.104,12.0795,13.7055,13.8131,13.9321
PIGT_MOUSE|Q8BXQ2,14.6904,14.8498,14.4133,15.4034,14.6703,15.5636,15.9683,15.1253,15.1185,14.6562,14.335,14.4912,15.5503,15.3013,15.8556
PIMT_MOUSE|P23506,12.0697,12.1363,12.1679,14.7215,12.1437,15.0075,14.608,15.2564,12.1091,12.1004,12.2475,11.867,14.9786,15.1463,15.173
PIN1_MOUSE|Q9QUR7,13.2086,13.3732,13.3368,15.2449,13.5528,15.2389,15.0247,15.416,13.7726,13.703,13.5843,13.414,15.5569,15.5653,15.4275
PININ_MOUSE|O35691,11.2099,11.517,11.4587,14.0335,11.7278,14.0087,13.847,14.1392,11.8808,11.9081,11.4722,11.1834,14.1564,14.0881,13.9754
PIPNA_MOUSE|P53810,15.1516,15.1643,15.0799,15.8167,15.0284,16.0273,16.5313,15.6862,15.5112,15.4207,14.8014,14.3706,15.9755,15.6586,16.3895
PIPNB_MOUSE|P53811,12.9493,13.1586,12.9383,13.6579,12.9759,13.7568,14.1872,13.4877,13.3544,13.2126,12.7146,12.7462,13.725,13.464,13.9392
PISD_MOUSE|Q8BSF4,12.4219,12.7526,12.4099,13.3413,12.5502,13.6038,13.8761,13.0882,13.1424,13.0932,12.2491,12.7495,13.5264,13.4606,13.8601
PITC1_MOUSE|Q8K4R4,12.2973,12.5571,12.2565,13.7837,12.338,14.1486,14.0555,13.8683,13.2047,13.1384,11.8584,11.9241,13.9389,13.8295,14.2964
PITM1_MOUSE|O35954,12.9488,13.0214,12.7676,15.0754,12.8334,15.1263,14.9347,15.2363,13.0562,12.9983,12.7525,12.6327,15.2349,15.3485,15.1601
PITM2_MOUSE|Q6ZPQ6,13.0099,13.1128,12.8938,14.1186,12.915,14.0475,14.431,13.8414,13.3354,13.1694,12.836,12.9194,14.1416,13.9845,14.1472
PITM3_MOUSE|Q3UHE1,11.5217,11.3735,11.4212,15.3034,11.5257,15.2606,14.621,15.7438,11.6488,11.1545,11.9009,11.4407,15.3412,15.6772,15.299
PJA2_MOUSE|Q80U04,12.309,11.708,12.3018,16.3305,12.7112,16.1971,15.4077,16.2235,11.9198,12.4936,12.5579,12.5008,16.4181,16.4375,15.5727
PK3C3_MOUSE|Q6PF93,12.5535,12.7829,12.4953,13.7054,12.6312,13.8737,14.0034,13.8497,12.8508,12.5876,12.2096,12.3113,13.7544,13.5314,13.9502
PKHA1_MOUSE|Q8BUL6,12.5506,12.6109,12.5183,13.6569,12.3863,14.2154,14.5508,13.6195,13.0367,13.1257,12.1108,11.8593,13.7198,13.3703,14.1116
PKHA2_MOUSE|Q9ERS5,12.9011,12.9622,12.8949,14.1588,13.1132,14.0568,14.5119,13.938,13.1279,13.7582,12.5509,12.9668,14.2002,13.9531,14.0721
PKHA6_MOUSE|Q7TQG1,9.99887,9.95426,9.89453,13.5245,10.181,13.5486,13.0765,13.9563,10.5228,10.2774,10.387,10.3253,13.7664,14.0003,13.3342
PKHA7_MOUSE|Q3UIL6,11.0582,10.8681,10.8249,13.5528,10.9089,13.8178,13.2712,14.1021,11.1499,11.4161,10.9132,10.7301,14.105,14.1563,14.0688
PKHA7_MOUSE|Q3UIL6-2,11.8451,11.8472,11.6802,14.3588,12.373,14.5714,14.2663,14.8385,12.2618,11.866,12.4508,12.0812,14.9532,15.0038,14.9368
PKHB1_MOUSE|Q9QYE9,13.4523,13.703,13.3832,14.0849,13.7006,13.8796,14.5087,13.787,13.9283,13.7941,13.1595,14.0275,13.6621,13.512,13.9392
PKHB1_MOUSE|Q9QYE9-2,12.196,12.1459,12.2595,12.6774,12.2529,12.8137,13.2335,12.4642,12.5129,12.3963,12.1741,12.9068,12.3834,11.9401,12.4032
PKN1_MOUSE|P70268,12.3833,12.7922,12.5397,13.8511,12.6055,13.875,14.1995,13.604,12.668,13.1897,12.1513,12.3504,13.7828,13.4472,13.7834
PKN2_MOUSE|Q8BWW9,12.8647,12.898,12.4793,13.8805,13.0658,13.988,14.1788,13.8076,12.911,13.0641,12.2776,12.5483,13.9015,13.7454,13.9563
PKP4_MOUSE|Q68FH0,10.7899,10.7477,10.8102,14.3879,11.1044,14.318,14.1543,14.5915,10.9691,10.9294,11.2962,10.7804,14.4806,14.5975,14.2901
PLAK_MOUSE|Q02257,12.9719,12.624,12.4424,13.0548,12.1741,15.4215,14.5851,12.6362,13.4958,13.217,13.2782,13.3975,13.4761,12.929,14.1179
PLAP_MOUSE|P27612,14.6592,14.7483,14.6093,15.8337,14.5716,15.9322,16.1835,15.7887,14.858,14.8371,14.3087,14.325,15.8228,15.7488,16.0004
PLCA_MOUSE|O35083,13.1132,13.6469,13.1136,14.2121,13.2398,14.4364,14.6431,14.1514,13.4591,13.8487,12.7007,13.1544,14.2575,13.9757,14.3745
PLCB1_MOUSE|Q9Z1B3,13.1917,13.1857,13.1205,14.6949,13.0289,14.7348,14.9484,14.7757,13.6923,13.3281,12.8917,12.8226,14.7635,14.6887,14.7813
PLCB3_MOUSE|P51432,12.9654,12.9383,12.9219,13.7836,13.0059,13.9778,14.689,13.7924,13.2218,13.6184,12.3393,12.3503,13.868,13.5882,14.0877
PLCC_MOUSE|Q9D517,13.3486,13.5327,13.3127,14.1789,13.254,14.0257,14.3435,14.0002,13.771,13.4317,13.0524,13.2014,14.2706,14.067,14.4154
PLCD_MOUSE|Q8K4X7,14.2871,14.4466,14.178,15.3046,14.1387,15.2883,15.6762,15.2287,14.4833,14.4042,13.8637,14.0627,15.2479,15.1012,15.3738
PLCD1_MOUSE|Q8R3B1,11.2311,11.2859,11.5363,11.9899,11.4127,12.1956,12.5396,12.2739,11.5808,11.8058,11.3991,11.4806,12.1213,12.2015,12.2859
PLCD4_MOUSE|Q8K3R3,12.2331,12.4996,12.3472,13.141,12.8465,13.1675,13.8242,12.5639,12.9782,13.1982,12.6739,12.6409,13.4274,13.154,13.023
PLCE_MOUSE|Q9D1E8,13.4962,13.6849,13.3799,14.2611,13.1565,14.1294,14.3458,14.0466,13.8409,13.1097,12.7312,12.9041,14.1134,13.8597,14.3878
PLCG1_MOUSE|Q62077,13.0205,13.0484,12.8493,14.0148,13.0054,14.003,14.3586,13.7913,13.226,13.0154,12.7349,12.7855,13.91,13.8766,14.1287
PLCH2_MOUSE|A2AP18,12.2204,12.1142,12.1102,13.4778,12.1495,13.5154,13.5419,13.368,12.6002,12.2113,12.077,12.1541,13.533,13.5065,13.657
PLCH2_MOUSE|A2AP18-2,12.4828,12.6898,12.5307,14.6366,12.8204,14.6499,14.9148,14.5675,13.1829,13.5683,12.5056,12.7824,14.5354,14.4007,14.6008
PLCL1_MOUSE|Q3USB7,13.6138,13.5492,13.5861,14.8514,13.477,15.0981,15.1781,15.0816,13.9685,13.8254,13.3447,13.5013,15.0995,15.1018,15.2197
PLCL2_MOUSE|Q8K394,13.8908,14.0956,13.8936,15.2362,13.8263,15.1669,15.3068,15.5154,14.2186,14.0734,13.5729,13.6647,15.3247,15.2193,15.3636
PLCX3_MOUSE|Q8BLJ3,12.3108,12.3044,12.3536,13.0985,12.392,13.4815,13.4965,13.1414,13.2997,12.6932,11.8187,11.8723,13.3535,13.1628,13.9328
PLD3_MOUSE|O35405,12.7527,13.1801,12.8256,13.3565,12.6493,13.6635,14.0583,13.5655,13.3637,12.7625,12.2495,12.1894,13.3833,13.0777,13.8237
PLEC_MOUSE|Q9QXS1,14.2911,14.2305,14.2141,16.4648,14.312,16.1074,16.1607,16.3086,14.0027,14.4769,14.3936,14.2478,16.6244,16.6319,16.1977
PLEC_MOUSE|Q9QXS1-6,13.0224,13.0309,12.8658,15.1846,13.1698,15.0768,15.2345,15.3142,12.5954,13.2786,13.1456,13.1825,15.5379,15.5787,15.1927
PLIN4_MOUSE|O88492,14.0384,14.2,13.7284,15.0642,14.7056,14.6279,14.6928,14.5903,13.7543,14.4306,13.8473,13.5891,14.5168,14.1847,14.3546
PLLP_MOUSE|Q9DCU2,12.6256,12.5862,12.6358,13.0029,12.1222,12.9877,13.265,13.0738,13.6039,12.6682,10.9465,11.6014,12.8597,12.3234,13.0543
PLM_MOUSE|Q9Z239,13.1815,13.2062,13.4359,14.1618,13.1734,14.3761,14.3559,13.9938,14.1189,13.8239,13.2781,12.108,13.68,12.7878,14.4913
PLOD2_MOUSE|Q9R0B9,14.3948,14.1186,14.2278,14.3184,14.14,14.2371,14.3773,14.2651,14.2967,14.3028,14.4414,14.5093,14.2707,14.386,14.2766
PLPHP_MOUSE|Q9Z2Y8,14.7357,14.8152,14.8807,15.7601,14.6374,15.7404,16.241,15.931,15.152,15.4151,14.4708,14.1225,15.9576,15.7024,16.0651
PLPL6_MOUSE|Q3TRM4,12.4814,12.6511,12.4364,13.6871,12.561,13.6888,14.2861,13.5107,12.5741,13.3754,12.2693,12.385,13.5847,13.4426,13.6746
PLPL8_MOUSE|Q8K1N1,11.2782,11.0473,11.1322,11.8368,11.3532,12.2354,12.8881,11.9025,12.0866,11.6791,11.3058,11.4599,12.2637,12.1826,12.6736
PLPP_MOUSE|P60487,13.1472,13.0642,13.2857,13.5357,13.2944,13.9793,13.966,13.6396,13.8151,13.4788,13.2442,13.4012,14.0849,13.7296,14.099
PLPP3_MOUSE|Q99JY8,13.9935,14.2721,13.8421,14.521,13.8196,14.278,15.1074,14.3105,14.1193,14.3832,12.9882,14.3829,14.0446,13.1509,14.3827
PLPP6_MOUSE|Q9D4F2,14.0363,14.2354,13.9721,15.1525,14.1885,15.2318,15.8193,14.7715,14.4142,15.1316,13.4036,13.9413,15.2774,14.7471,15.5056
PLPR2_MOUSE|Q8VCY8,11.2423,12.0767,11.6599,12.6836,11.5085,12.7889,12.8702,12.6693,12.2229,12.4187,11.4628,11.9817,12.8944,12.48,12.9915
PLPR2_MOUSE|Q8VCY8-2,11.1667,11.4708,11.4286,12.4829,11.2109,12.3592,12.3767,12.4368,11.4836,12.3747,10.7505,10.9203,12.7428,12.2799,12.3014
PLPR3_MOUSE|Q7TPB0,11.3646,11.5396,11.3286,14.075,11.4666,14.2163,13.8372,14.4068,11.4593,11.964,11.0441,11.1602,14.3305,14.4002,14.1548
PLPR4_MOUSE|Q7TME0,11.7217,11.8809,11.6115,15.4397,12.0305,15.4437,15.0308,15.7826,11.7026,12.3982,11.651,11.6054,15.6155,15.7294,15.1183
PLSI_MOUSE|Q3V0K9,14.3381,14.4132,14.3704,14.9462,14.2493,15.249,15.363,14.9624,14.7557,14.3565,14.218,14.2905,15.1316,14.9775,15.3129
PLSL_MOUSE|Q61233,12.2055,12.2035,12.185,12.8198,12.159,13.1279,13.3427,13.144,12.3607,12.415,11.9013,11.972,12.9065,12.7279,13.3397
PLST_MOUSE|Q99K51,13.6012,13.5775,13.5698,14.3097,13.5022,14.5993,14.7147,14.3689,13.9864,13.7511,13.517,13.4794,14.4864,14.3737,14.5831
PLXA1_MOUSE|P70206,13.31,13.1836,13.1572,14.0838,13.1923,14.1181,14.6312,13.9532,13.5242,13.5288,13.1344,13.0523,14.2842,14.2443,14.2282
