Feature,Transgenic_tdTOM_598_01,Transgenic_tdTOM_601_03,Transgenic_tdTOM_599_02,Transgenic_BioID2P2AtdTOM_552_01,Transgenic_tdTOM_580_04,Transgenic_BioID2P2AtdTOM_507_02,Transgenic_BioID2P2AtdTOM_584_05,Transgenic_BioID2P2AtdTOM_551_04,WT_tdTOM_607_02,WT_tdTOM_606_01,WT_tdTOM_525_04,WT_tdTOM_495_03,WT_BioID2P2AtdTOM_589_02,WT_BioID2P2AtdTOM_494_01,WT_BioID2P2AtdTOM_605_03
F117B_MOUSE|Q3U3E2,10.9577,11.1322,10.942,14.3828,11.2175,14.531,13.5371,14.7909,11.6373,10.9681,11.6024,11.5106,14.6475,14.6869,13.9484
F120A_MOUSE|Q6A0A9,12.4503,12.4639,12.3633,14.6501,12.4382,14.4715,14.4975,14.6957,12.4925,12.7448,12.1408,12.2286,14.65,14.5744,14.4673
F120B_MOUSE|Q6RI63,11.9143,12.2679,11.9487,13.4697,12.2189,13.4781,13.8043,13.2561,12.4793,12.6666,11.9784,11.7342,13.4931,13.5067,13.5318
F120C_MOUSE|Q8C3F2,12.195,12.2816,12.0744,13.9638,12.2314,14.0178,14.0916,14.0846,12.3811,12.5078,11.8404,12.0618,14.0868,14.1385,14.0902
F126B_MOUSE|Q8C729,13.8199,14.037,13.8985,16.0585,13.7966,16.2004,15.9896,16.4114,14.2317,14.5594,13.7423,13.6044,16.221,16.2672,16.1349
F131B_MOUSE|Q3TY60,10.1715,10.2782,9.97154,15.6007,10.6869,15.6557,15.1208,16.0389,10.8877,13.0638,11.0762,11.2521,15.2876,15.4168,15.0549
F131B_MOUSE|Q3TY60-2,12.5361,12.8628,12.4818,17.187,12.6598,17.1822,16.6413,17.6151,13.1364,10.9219,12.7902,12.6743,16.8919,17.0198,16.6739
F133B_MOUSE|Q9CVI2,13.2235,13.3911,13.1142,13.5566,13.1785,13.4383,13.5072,13.1564,13.2916,12.6165,13.0129,13.5719,13.8281,13.6692,13.467
F135A_MOUSE|Q6NS59,11.8767,11.6205,11.9517,14.48,11.9149,14.3245,14.3261,14.6014,11.1003,10.9764,12.0356,11.8315,14.6852,14.7256,14.0252
F135B_MOUSE|Q9DAI6,9.99607,10.4057,10.1114,13.0374,10.5868,12.8787,12.9119,13.0597,9.98931,10.2872,10.1451,10.1315,13.2024,13.1793,12.5643
F163B_MOUSE|Q8BUM6,11.5257,11.6367,11.5193,12.7705,11.2812,12.8028,13.2727,13.025,12.3826,12.2816,10.6261,10.9767,12.9347,12.2886,12.9723
F169A_MOUSE|Q5XG69,13.3661,13.156,12.9903,16.9596,13.286,16.9543,16.6659,17.2806,13.2727,12.5412,13.1594,12.4736,17.0099,17.227,16.9542
F16A2_MOUSE|Q3U2I3,10.8112,10.5748,10.8383,12.4059,10.9671,12.3059,12.4037,12.2819,11.2416,11.7303,11.1295,10.4201,12.389,11.9968,12.1147
F16B1_MOUSE|Q8CDM8,13.2888,13.3498,13.1878,14.591,13.1077,14.6913,15.0766,14.4024,14.0146,13.56,12.9881,13.1525,14.6443,14.3903,14.7121
F1712_MOUSE|A2A699,10.0222,10.2758,10.4272,15.3457,10.7132,15.4716,14.7324,15.8992,10.6384,10.9569,10.9289,10.981,15.176,15.3283,14.8498
F171B_MOUSE|Q14CH0,10.7123,10.4806,10.6139,15.9102,11.2249,15.8931,15.3345,16.3603,11.0263,10.8309,11.0605,10.8541,15.5417,15.7739,14.8878
F177A_MOUSE|Q8BR63,11.9095,11.8664,11.9474,13.7018,12.196,13.6148,13.3828,13.9411,12.5876,11.7234,11.9942,12.2348,13.5886,13.7279,13.509
F1891_MOUSE|Q6A044,12.519,12.8624,12.6263,16.1372,12.7536,16.0267,15.5394,16.553,12.5377,13.061,12.4214,12.5065,15.7949,15.9225,15.1928
F192A_MOUSE|Q91WE2,11.8499,11.9203,11.7212,14.5372,11.9243,14.535,13.7254,14.8364,11.7347,11.5286,11.8198,11.6868,14.6992,14.9941,14.029
F196A_MOUSE|Q3USH1,10.794,10.7677,10.671,15.4886,11.4074,15.3192,14.9396,15.8479,11.0357,9.8029,11.5604,11.337,15.9191,15.8102,15.804
F213A_MOUSE|Q9CYH2,14.1844,14.3425,14.0059,15.0758,14.0613,15.0706,15.5295,14.6685,14.6728,14.7175,13.6715,13.7652,15.0892,14.7031,15.4866
F219A_MOUSE|Q9D772,10.2573,10.063,10.3701,13.7333,10.0539,13.891,13.1545,14.2219,10.6542,9.20762,9.99907,9.70005,13.7188,14.0115,13.2855
F2Z3U3_MOUSE|F2Z3U3,12.3955,12.5545,12.4833,16.6368,12.8196,16.5527,15.8393,16.8994,11.8797,12.286,12.8403,12.7105,16.5575,16.606,16.0819
F6RPJ9_MOUSE|F6RPJ9,15.108,15.1202,14.9092,16.0806,14.3413,16.2284,16.4632,15.8937,14.8157,14.28,14.0743,13.8692,15.9767,15.2659,16.3153
F6RWZ9_MOUSE|F6RWZ9,12.7822,12.8851,12.5871,13.5983,12.4274,14.1576,14.2153,13.5999,13.244,13.0664,11.9525,12.4132,13.7443,13.5617,14.1803
F6RXM1_MOUSE|F6RXM1,11.5903,11.798,11.7775,12.8524,11.7318,12.799,12.8238,12.9902,11.7978,12.3289,11.7434,11.8392,13.1174,12.9484,12.6876
F6S054_MOUSE|F6S054,10.6076,9.98748,10.6641,14.8079,10.8339,14.8946,14.2893,15.0873,10.5834,10.4367,10.9059,10.3812,14.8326,15.0734,14.6441
F6SPK0_MOUSE|F6SPK0,13.1413,13.2671,12.9031,14.4473,13.1496,14.3435,14.8682,14.3012,13.3887,13.9711,12.9762,12.9977,14.3386,14.2937,14.5061
F6SZ47_MOUSE|F6SZ47,10.2994,10.7267,10.4803,14.2643,10.4913,14.585,14.3019,14.5608,10.1984,10.411,9.50522,9.80961,14.1723,14.4001,14.2786
F6TDE5_MOUSE|F6TDE5,13.6148,13.6276,13.2988,14.7704,13.5744,14.5503,15.2524,14.3535,14.0747,13.9069,13.4276,13.6692,14.76,14.6275,14.706
F6TFN2_MOUSE|F6TFN2,11.0874,10.9727,11.1813,16.0842,11.5514,15.9328,15.2605,16.2186,10.5786,10.5627,11.5244,11.0984,15.8932,15.9085,15.2355
F6TRJ8_MOUSE|F6TRJ8,11.3764,11.3575,11.5918,16.0268,11.8286,16.1299,15.3695,16.531,11.4581,10.1475,12.1521,11.4148,15.9189,16.2145,15.545
F6U3S2_MOUSE|F6U3S2,15.1458,15.216,15.0489,16.0772,15.0937,16.098,16.5017,15.8911,15.2181,15.7073,14.7402,14.8546,16.1084,15.8799,16.43
F6UUZ3_MOUSE|F6UUZ3,13.0906,13.1675,13.3233,15.3126,13.1442,15.466,15.1644,15.7239,13.6229,13.1208,13.1879,12.9443,15.3445,15.4992,15.2034
F6XIX0_MOUSE|F6XIX0,15.5322,15.5206,15.2784,16.8482,15.492,16.6278,17.3053,16.6245,15.6567,16.5089,15.5071,15.4747,16.8921,16.7273,16.8745
F6ZDC5_MOUSE|F6ZDC5,10.4759,10.4274,10.5903,11.8126,10.7321,11.7928,11.8498,11.8949,10.8435,10.8338,9.75439,10.6429,11.8946,11.4375,11.7949
F6ZGR6_MOUSE|F6ZGR6,11.3596,11.5131,11.4499,14.8614,11.5476,14.9338,14.7995,15.3559,11.2544,11.8139,11.4513,11.4854,14.9629,15.1196,14.5942
F6ZQL0_MOUSE|F6ZQL0,10.7867,10.0656,10.5333,14.4538,11.1542,14.9222,14.6701,14.9756,11.3282,10.7697,10.5006,11.9741,14.6131,14.7449,14.7531
F7B0R9_MOUSE|F7B0R9,11.5183,11.1279,11.2596,16.7118,12.0644,16.727,16.1913,17.1524,11.4902,11.2722,12.2129,12.0714,16.6643,16.7721,15.8559
F7BAB2_MOUSE|F7BAB2,12.8322,12.9895,12.9004,14.241,12.7021,14.291,14.1653,14.3795,13.2452,12.889,12.3472,12.5167,14.2483,14.1778,14.16
F7BJK1_MOUSE|F7BJK1,10.1676,9.79425,9.62425,13.4247,10.1177,13.3777,12.7446,13.7431,10.3488,10.3999,10.5132,10.7661,13.0785,13.13,12.5102
F7BPW6_MOUSE|F7BPW6,12.3158,12.4394,12.2302,15.2264,12.6878,15.4239,15.3568,15.4496,12.4564,12.6745,12.2211,12.2695,15.6038,15.5248,15.3181
F7CD11_MOUSE|F7CD11,14.5391,14.1958,14.5757,15.4733,14.625,15.3923,15.9482,15.3457,14.4591,15.1504,14.1419,14.1869,15.7936,15.6157,15.6539
F7CUV7_MOUSE|F7CUV7,10.0638,10.1193,9.71898,11.9547,9.60016,11.9737,11.716,12.2257,10.6041,10.0532,10.1927,10.5446,11.7894,11.8253,11.5241
F7CVJ5_MOUSE|F7CVJ5,12.0144,11.7087,12.0834,17.7783,12.5238,17.4028,17.4109,17.8852,11.1463,11.0312,12.4698,11.2911,17.7426,17.8441,17.2984
F7D6K4_MOUSE|F7D6K4,10.8072,9.81906,10.103,12.2926,10.7188,12.0435,12.4775,12.5654,10.3562,10.708,9.97757,10.0524,12.3852,12.2524,12.5534
F7DBB3_MOUSE|F7DBB3,10.6027,9.52571,10.1903,14.7051,10.805,14.4819,14.4302,14.9797,10.0715,10.7037,9.14381,11.4514,14.7849,14.8344,14.3942
F7DCH5_MOUSE|F7DCH5,9.89648,9.27775,8.88661,11.864,10.0363,12.2047,11.8882,12.1743,10.2599,10.2432,9.89194,9.578,12.2452,12.1476,11.9506
F8I2_MOUSE|Q00558,13.8239,13.9031,13.9555,14.6084,14.0098,14.8667,15.2009,14.4047,14.5665,14.5489,14.0699,14.0155,14.8473,14.7325,14.9512
F8SLQ1_MOUSE|F8SLQ1,11.1367,10.4577,10.8765,15.2618,11.0942,15.327,14.7094,15.5332,10.748,10.4787,11.4661,10.7415,15.2704,15.5759,15.1286
F8VPK8_MOUSE|F8VPK8,11.1871,11.1382,11.0541,13.994,11.0828,14.1767,13.6004,14.2553,11.3089,11.348,10.5033,10.5432,13.785,13.8098,13.7657
F8VPN4_MOUSE|F8VPN4,12.6704,12.664,12.4902,13.4243,12.4512,13.4051,13.8525,13.2051,12.9111,12.6816,12.3912,12.2829,13.4361,13.3559,13.4257
F8VPP8_MOUSE|F8VPP8,9.64746,10.4832,10.2382,11.3912,10.307,11.3977,11.6972,11.6048,10.3334,10.7585,10.1468,9.56662,11.6579,11.388,11.5557
F8VPZ3_MOUSE|F8VPZ3,11.4343,11.549,11.4016,13.3783,11.3653,13.6295,13.4561,13.7475,11.795,11.4188,11.1919,11.0792,13.5043,13.6931,13.4084
F8VQ05_MOUSE|F8VQ05,12.1027,11.9787,11.8552,13.451,12.1841,13.0905,13.3491,13.1997,12.1648,11.9067,11.7148,11.648,13.1753,13.2713,12.9686
F8VQ40_MOUSE|F8VQ40,14.405,14.7953,13.8314,14.4779,14.7792,14.8054,15.2475,13.8862,14.5673,14.21,12.6244,14.287,14.4887,13.0636,15.3597
F8VQC7_MOUSE|F8VQC7,10.8589,11.7369,11.4557,15.6422,11.7866,15.7296,15.0368,15.9976,10.9376,10.1455,11.2034,11.4627,15.7718,15.9419,15.2809
F8WGT1_MOUSE|F8WGT1,16.6898,16.6701,16.6049,18.1019,16.7091,17.9273,18.5188,17.9238,16.6493,17.6544,16.5159,16.3135,18.0734,17.8402,17.7315
F8WHB1_MOUSE|F8WHB1,14.8015,14.3894,14.585,16.1194,14.9924,16.1071,16.6677,15.8698,15.4498,15.658,14.7993,15.3592,16.3557,16.1153,16.6263
F8WI56_MOUSE|F8WI56,11.7317,11.9868,11.3354,12.7034,11.6466,13.0945,13.5245,12.7536,11.861,11.9562,11.7103,11.2379,13.2125,12.8222,13.0157
F8WIJ5_MOUSE|F8WIJ5,12.3204,12.0809,12.2951,14.8079,12.0437,14.947,14.3067,15.1817,11.9666,12.3772,11.9564,12.4025,15.1018,15.212,14.8773
F91A1_MOUSE|Q3UVG3,11.91,11.8901,11.7479,13.8655,11.8537,13.996,13.7534,13.9951,12.2039,11.8048,11.7147,11.7375,13.8332,13.9257,13.6733
FA49A_MOUSE|Q8BHZ0,13.9646,14.1622,13.9265,14.9687,13.775,15.1278,15.3465,14.7079,14.4043,14.4848,13.6293,13.9486,15.0188,14.7941,15.2787
FA49B_MOUSE|Q921M7,13.9713,14.1818,13.9676,14.8746,13.8529,15.0921,15.5831,14.7347,14.5121,14.5949,13.667,13.8844,15.0723,14.81,15.3134
FA92B_MOUSE|Q3V2J0,17.4285,17.5331,17.352,17.7789,17.0331,17.7709,17.4014,18.0025,18.0307,16.2763,16.5796,16.9092,18.0634,17.9032,17.9392
FA98B_MOUSE|Q80VD1,12.2959,12.1271,12.2554,13.1216,12.3312,13.2866,13.6936,13.0416,12.8966,12.5818,12.2436,11.7618,13.1718,13.049,13.2377
FAAA_MOUSE|P35505,11.8148,11.8746,11.8051,12.3437,11.5976,12.3835,12.89,12.1438,12.0956,12.1746,11.4118,11.3245,12.3431,12.0953,12.6269
FAAH1_MOUSE|O08914,14.3737,14.415,14.4974,15.2228,14.5481,15.1663,15.5192,15.2403,14.6633,14.749,14.2092,14.3772,15.2816,15.1921,15.2021
FABD_MOUSE|Q8R3F5,13.044,12.976,13.0093,13.7672,13.1259,13.8602,14.3669,13.7546,13.5103,13.5554,13.1845,13.0776,14.0164,13.9857,14.069
