"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04723","mmu04723","Retrograde endocannabinoid signaling","49/1178","148/8997",2.08576319799138e-10,4.67533708802744e-09,2.98169963440118e-09,"66082/432530/224129/11512/11514/11515/53623/12286/12287/12288/12801/269060/14704/14394/14396/14397/14400/14401/14402/14406/14682/14799/14800/14802/14816/108071/16519/16522/18750/18751/18752/26417/26420/26414/54405/17991/66091/17992/66495/68194/66046/66916/595136/18795/18797/18798/116837/140919/22348",49
"mmu04722","mmu04722","Neurotrophin signaling pathway","43/1178","121/8997",2.1320755450288e-10,4.67533708802744e-09,2.98169963440118e-09,"11350/23797/109880/70405/12928/12929/108058/56484/327826/14388/192662/56637/16367/12322/12323/12325/12326/18753/20111/20112/73086/26408/94275/26417/26420/26414/26395/26396/18212/18213/18607/18803/19247/107746/22627/77480/19353/110157/215449/16653/20399/20418/20662",43
"mmu04728","mmu04728","Dopaminergic synapse","46/1178","135/8997",2.53762677007825e-10,5.19367612276014e-09,3.31227073147055e-09,"226849/26932/26931/224129/23797/109731/109689/216869/53623/12286/12287/12288/70405/108058/14704/14682/14799/14800/14802/606496/56637/12322/12323/12325/16519/16522/16572/16574/16573/18750/18751/18752/26420/26414/14811/14812/18795/18797/19045/19055/19056/19049/21770/18798/13162/21823",46
"mmu05017","mmu05017","Spinocerebellar ataxia","47/1178","141/8997",3.77955489879722e-10,7.25202096206717e-09,4.62498165247555e-09,"14810/23797/11938/51897/329015/76559/20238/54138/20239/233871/53623/12286/71722/13131/20513/14682/14799/14800/14816/16504/56543/18750/18751/18752/26408/26420/26414/14811/14812/67134/641340/74143/75669/225326/18795/18797/19181/19185/66413/67151/80912/20743/18798/12421/20190/29869/74781",47
"mmu04727","mmu04727","GABAergic synapse","35/1178","89/8997",4.37476932962879e-10,7.90031873056493e-09,5.03843402669322e-09,"432530/224129/11512/11514/11515/12286/12287/12288/14415/14417/54393/242425/14704/14394/14396/14397/14400/14401/14402/14406/268566/14660/15114/16522/18750/18751/18752/18195/227120/70827/57138/76257/243616/232333/22348",35
"mmu04150","mmu04150","mTOR signaling pathway","49/1178","157/8997",2.04740079738081e-09,3.49195580442171e-08,2.22699735855456e-08,"17254/74370/105787/108079/23797/67605/109880/56430/277854/13542/13543/13544/56637/75705/16367/18750/18751/18752/20111/20112/72508/64898/252875/26417/26395/26396/18607/19211/110157/16653/78757/68441/245670/20104/227743/20662/20869/72149/64930/22084/29869/11964/11966/66335/73834/11973/66144/108664/268933",49
"mmu04713","mmu04713","Circadian entrainment","36/1178","98/8997",2.25114161527161e-09,3.63737092572834e-08,2.31973595811922e-08,"14810/432530/224129/11512/11514/11515/53623/12288/70405/70729/108058/14704/14682/14799/14800/14802/12322/12323/12325/16519/16522/18750/18751/18752/73086/26417/14811/14812/18125/11517/18626/18795/18797/234889/18798/20190",36
"mmu04921","mmu04921","Oxytocin signaling pathway","48/1178","153/8997",2.46999864964579e-09,3.79144792720629e-08,2.4179986780743e-08,"108097/105787/108079/432530/224129/11512/11514/11515/12294/12288/12295/12297/12298/70405/12300/54376/81905/108058/14682/52163/12322/12323/12325/12326/16519/16522/207565/18750/18751/18752/17260/26417/26395/26396/17931/18795/18797/232807/19045/19055/19056/234889/54720/18798/110157/16653/19878/20190",48
"mmu04140","mmu04140","Autophagy - animal","45/1178","142/8997",5.48940839918926e-09,8.02499227881477e-08,5.11794467292833e-08,"77040/74370/105787/108079/23797/67605/51897/329015/76559/67841/50540/18518/16367/384783/207565/18753/72508/26409/26417/26420/26414/66734/26395/26396/74302/641340/18607/75669/225326/19211/110157/16653/12421/68441/245670/54673/237782/67474/18412/20869/64930/22084/29869/74781/217695",45
"mmu05231","mmu05231","Choline metabolism in cancer","35/1178","98/8997",8.85655726654991e-09,1.23589230946856e-07,7.88191220850854e-08,"23797/380921/320127/217480/56077/110197/110524/104418/331374/74182/18750/18751/18752/72508/26417/26420/26414/26395/26396/18607/18720/18719/18717/18803/227333/19353/110157/16653/30805/63993/20662/64930/22084/83767/245880",35
"mmu05032","mmu05032","Morphine addiction","33/1178","91/8997",1.52181036990741e-08,2.0312860154851e-07,1.29545413639715e-07,"432530/224129/11512/11514/11515/109689/216869/12286/12287/54393/242425/14704/14394/14396/14397/14400/14401/14402/14406/26385/16519/16522/18750/18751/18752/23984/18573/207728/18577/238871/218461/18578/22348",33
